slide_id,full_path,label,split
tumor_019,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_019.tif,1,train
tumor_003,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_003.tif,1,train
tumor_016,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_016.tif,1,train
tumor_025,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_025.tif,1,train
tumor_026,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_026.tif,1,train
tumor_015,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_015.tif,1,train
tumor_029,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_029.tif,1,train
tumor_033,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_033.tif,1,train
tumor_065,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_065.tif,1,train
tumor_087,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_087.tif,1,train
tumor_056,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_056.tif,1,train
tumor_102,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_102.tif,1,train
tumor_088,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_088.tif,1,train
tumor_043,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_043.tif,1,train
tumor_092,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_092.tif,1,train
tumor_059,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_059.tif,1,train
tumor_070,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_070.tif,1,train
tumor_073,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_073.tif,1,train
tumor_091,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_091.tif,1,train
tumor_040,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_040.tif,1,train
tumor_069,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_069.tif,1,train
tumor_101,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_101.tif,1,train
tumor_055,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_055.tif,1,train
tumor_084,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_084.tif,1,train
tumor_066,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_066.tif,1,train
tumor_049,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_049.tif,1,train
tumor_082,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_082.tif,1,train
tumor_060,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_060.tif,1,train
tumor_108,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_108.tif,1,train
tumor_053,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_053.tif,1,train
tumor_098,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_098.tif,1,train
tumor_046,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_046.tif,1,train
tumor_107,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_107.tif,1,train
tumor_075,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_075.tif,1,train
tumor_097,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_097.tif,1,train
tumor_094,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_094.tif,1,train
tumor_076,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_076.tif,1,train
tumor_104,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_104.tif,1,train
tumor_045,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_045.tif,1,train
tumor_050,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_050.tif,1,train
tumor_111,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_111.tif,1,train
tumor_079,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_079.tif,1,train
tumor_063,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_063.tif,1,train
tumor_081,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/tumor/tumor_081.tif,1,train
normal_083,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_083.tif,0,train
normal_048,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_048.tif,0,train
normal_120,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_120.tif,0,train
normal_113,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_113.tif,0,train
normal_109,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_109.tif,0,train
normal_061,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_061.tif,0,train
normal_099,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_099.tif,0,train
normal_052,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_052.tif,0,train
normal_074,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_074.tif,0,train
normal_096,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_096.tif,0,train
normal_135,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_135.tif,0,train
normal_047,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_047.tif,0,train
normal_106,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_106.tif,0,train
normal_105,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_105.tif,0,train
normal_044,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_044.tif,0,train
normal_095,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_095.tif,0,train
normal_136,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_136.tif,0,train
normal_077,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_077.tif,0,train
normal_062,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_062.tif,0,train
normal_080,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_080.tif,0,train
normal_123,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_123.tif,0,train
normal_139,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_139.tif,0,train
normal_051,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_051.tif,0,train
normal_078,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_078.tif,0,train
normal_110,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_110.tif,0,train
normal_057,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_057.tif,0,train
normal_116,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_116.tif,0,train
normal_064,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_064.tif,0,train
normal_125,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_125.tif,0,train
normal_130,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_130.tif,0,train
normal_058,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_058.tif,0,train
normal_093,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_093.tif,0,train
normal_071,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_071.tif,0,train
normal_119,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_119.tif,0,train
normal_103,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_103.tif,0,train
normal_042,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_042.tif,0,train
normal_089,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_089.tif,0,train
normal_041,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_041.tif,0,train
normal_129,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_129.tif,0,train
normal_100,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_100.tif,0,train
normal_068,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_068.tif,0,train
normal_072,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_072.tif,0,train
normal_133,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_133.tif,0,train
normal_090,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_090.tif,0,train
normal_126,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_126.tif,0,train
normal_085,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_085.tif,0,train
normal_067,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_067.tif,0,train
normal_115,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_115.tif,0,train
normal_054,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_054.tif,0,train
normal_002,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_002.tif,0,train
normal_143,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_143.tif,0,train
normal_031,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_031.tif,0,train
normal_159,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_159.tif,0,train
normal_018,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_018.tif,0,train
normal_024,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_024.tif,0,train
normal_156,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_156.tif,0,train
normal_017,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_017.tif,0,train
normal_014,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_014.tif,0,train
normal_155,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_155.tif,0,train
normal_027,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_027.tif,0,train
normal_032,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_032.tif,0,train
normal_140,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_140.tif,0,train
normal_028,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_028.tif,0,train
normal_001,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_001.tif,0,train
normal_146,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_146.tif,0,train
normal_007,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_007.tif,0,train
normal_034,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_034.tif,0,train
normal_149,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_149.tif,0,train
normal_021,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_021.tif,0,train
normal_008,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_008.tif,0,train
normal_160,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_160.tif,0,train
normal_012,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_012.tif,0,train
normal_153,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_153.tif,0,train
normal_038,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_038.tif,0,train
normal_150,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_150.tif,0,train
normal_011,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_011.tif,0,train
normal_022,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_022.tif,0,train
normal_037,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_037.tif,0,train
normal_004,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_004.tif,0,train
normal_145,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_145.tif,0,train
normal_023,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_023.tif,0,train
normal_151,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_151.tif,0,train
normal_039,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_039.tif,0,train
normal_010,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_010.tif,0,train
normal_005,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_005.tif,0,train
normal_144,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_144.tif,0,train
normal_036,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_036.tif,0,train
normal_035,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_035.tif,0,train
normal_147,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_147.tif,0,train
normal_006,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_006.tif,0,train
normal_013,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_013.tif,0,train
normal_152,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_152.tif,0,train
normal_020,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_020.tif,0,train
normal_148,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_148.tif,0,train
normal_009,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_009.tif,0,train
normal_026,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_026.tif,0,train
normal_015,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_015.tif,0,train
normal_154,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_154.tif,0,train
normal_029,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_029.tif,0,train
normal_141,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_141.tif,0,train
normal_033,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_033.tif,0,train
normal_158,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_158.tif,0,train
normal_030,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_030.tif,0,train
normal_019,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_019.tif,0,train
normal_003,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_003.tif,0,train
normal_142,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_142.tif,0,train
normal_157,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_157.tif,0,train
normal_016,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_016.tif,0,train
normal_025,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_025.tif,0,train
normal_073,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_073.tif,0,train
normal_091,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_091.tif,0,train
normal_132,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_132.tif,0,train
normal_128,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_128.tif,0,train
normal_040,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_040.tif,0,train
normal_069,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_069.tif,0,train
normal_101,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_101.tif,0,train
normal_114,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_114.tif,0,train
normal_055,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_055.tif,0,train
normal_084,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_084.tif,0,train
normal_127,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_127.tif,0,train
normal_066,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_066.tif,0,train
normal_065,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_065.tif,0,train
normal_087,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_087.tif,0,train
normal_124,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_124.tif,0,train
normal_056,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_056.tif,0,train
normal_117,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_117.tif,0,train
normal_102,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_102.tif,0,train
normal_043,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_043.tif,0,train
normal_088,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_088.tif,0,train
normal_059,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_059.tif,0,train
normal_092,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_092.tif,0,train
normal_131,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_131.tif,0,train
normal_118,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_118.tif,0,train
normal_070,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_070.tif,0,train
normal_137,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_137.tif,0,train
normal_094,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_094.tif,0,train
normal_076,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_076.tif,0,train
normal_104,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_104.tif,0,train
normal_045,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_045.tif,0,train
normal_050,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_050.tif,0,train
normal_138,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_138.tif,0,train
normal_111,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_111.tif,0,train
normal_079,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_079.tif,0,train
normal_063,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_063.tif,0,train
normal_122,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_122.tif,0,train
normal_081,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_081.tif,0,train
normal_121,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_121.tif,0,train
normal_082,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_082.tif,0,train
normal_049,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_049.tif,0,train
normal_060,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_060.tif,0,train
normal_108,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_108.tif,0,train
normal_112,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_112.tif,0,train
normal_098,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_098.tif,0,train
normal_053,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_053.tif,0,train
normal_046,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_046.tif,0,train
normal_107,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_107.tif,0,train
normal_075,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_075.tif,0,train
normal_134,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_134.tif,0,train
normal_097,/vol/research/datasets/pathology/Camelyon/Camelyon16/training/normal/normal_097.tif,0,train
test_035,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_035.tif,0,test
test_006,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_006.tif,0,test
test_020,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_020.tif,0,test
test_009,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_009.tif,0,test
test_013,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_013.tif,1,test
test_039,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_039.tif,0,test
test_010,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_010.tif,1,test
test_023,/vol/research/datasets/pathology/Camelyon/Camelyon16/testing/images/test_023.tif,0,test
